,name,gender
14552,shivyalam,1
14558,labbhi,0
14564,pramjot,1
14567,saidas,1
14568,dhurve,1
14584,parvashi,0
14594,gs-1957975,1
14601,deen,1
14610,shivlal,1
14631,deepan,1
14632,najre,1
14650,pushpendr,1
14653,sukar,1
14660,nirmaljeet,1
14662,punni,0
14664,sarsawati,0
14671,nekki,0
14680,asruddin,1
14685,munne,1
14686,muksndi,1
14696,"soniya,",0
14705,paka,0
14712,ajad,1
14720,prittam,1
14723,ramila,0
14727,satrughan,1
14732,najarana,0
14741,sanno,0
14743,mursida,0
14751,kumail,1
14753,ruplal,1
14788,gulnaaz,0
14791,shubankar,1
14793,firakat,1
14797,samiksha,0
14808,kokil,1
14818,binder,1
14824,sehrunisa,0
14829,amjat,1
14831,nasira,0
14834,arshla,0
